ALink,SName,Lyric,genres,genre_1,genre_2,genre_3
/carcass/,Blind Bleeding The Blind,"Parched with thirst our cup overfloweth
With the crimson milk of human blindness
In charnel towers of ivory besieged
The bones of subjugation are picked clean
In barren decadence, tears are the only affluence
Welling eyes are indifferent, as the blind bleed

Blood and tear - out damn spot out
The fruits of perpetual decay
Pouring the salts in open wounds - out damn spot out
The scars remain, will stay perpetual decay

Bloody hands never wash clean
Abject misery to bleed
Decadence to feed
Out damn spot out

Parched with thirst how the other half die
Void of compassion our cup runs dry
With a silver spoon born to dig communal graves
The only consecration, the economics of pain
In barren decadence, tears are the fuel of affluence
",,,,
/carcass/,Emotional Flatline,"An emotional void, a cold empty shell
Embittered husk, a heart of darkness
Trace weak pulse, vascular eclipse
Numbed and sapped, emotional paralysis

Flatline, grievious bodily heart
Flatlined, sensitivity bypassed

No tears to cry
Stone cold emotional flatline

Emotional flatline
No tears to cry

With indifference touched of emotion drained
Cold bloody minded, caressing disdain
Pulsating life, only rhythmic dead beats
Terminal cardiac ridden with disease

Flatline...no tears to cry
The hard line...stone cold emotionless flatline

No time to cry
Stone cold emotional flatline

Emotional flatline
No time to cry
","death metal, grindcore, melodic death metal",death metal,grindcore,melodic death metal
/carcass/,Lavaging Expectorate Of Lysergide Composition,"Officinal - immiscible compounds are mixed,
A gagging expectorate, of lysergic acids,
Premensely emerced, consciousness slowly sips,
Peculated, in an ebriat(i?)ng narcocis...

...Cataleptic,
Imbibe...neurotripsick...

Neurally numbed, a narcosis so trans-lucid,
So pernicious, halluciagenics,
Procreating, ocular contorting,
Your idiosyncrassy, is now expropriated...

...Extirpation,
","death metal, grindcore, melodic death metal",death metal,grindcore,melodic death metal
/carcass/,Ruptured In Purulence,"Miasmic fungus infests the small intestine
Vitriolic juices burn through the stomach wall
Bursting carcinosis as chylase melts your guts
Crepitating neoplasm erupts with gore...

Maturating boils, the canker emmenagogic
Grume decays to a frothing sludge
Dermatital pustules suppurate with cancer
Caustic sepsis coagulates the blood...

Necrolytic digestion, rancid plasma is released
Automaceration of the carcass incites pyogenesis
Globular tissue decomposed, hydrogen sulphide is evolved
Reek of putrefaction secreted by necrotrophic mould...

Excrete and disgorge the festering pus
As your skin erupts with corrosive decay
Urticaria vents infested sanies
Slime from burst ulcers spurts and sprays...

The innards decompose, putrify to jelly
The dermis ruptures with sialagogic cruor
Green putrified offal explodes with the discharge
Bubbling viscera is splattered over the floor...

Visceral organs infested by rampant hungry larvae
Gnawing tattered giblets as sanies solidifies
Enterisis dissolves the gut, self-digestion is undergone
Autolysis of body tissue, enzymes macerate the bones...

...Tumours erupt
...With infestation of grubs
...Ulcerous carrion maturates
...As the bacteria vitiates
...Tumours erupt
...With infestation of grubs
...Effervescing core
","death metal, grindcore, melodic death metal",death metal,grindcore,melodic death metal
/rage/,Alive But Dead,"[Music by P. Wagner, C. Efthimiadis / Lyrics by P. Wagner]

As I walk the streets I feel no pain,
there is no love or hate, can't see no certain state I'm in.
And a fog has laid itself on my heart
like this misty morning as this cloudy day begins.

Still I wonder should I be afraid
about what's happening and how long has it been -don't know.
Why did come this shadow in my head
like I have lost my soul, like I'm alive but dead.

As I walk the streets I feel no fear,
although I notice that there is no feeling anymore.
And I try to send my mind back to the times
when I was able to live something to the core.

Dark, dark as the grave, my heart is dead,
I'm just a slave to what they've said. (this decay)
Still I'm alive but I feel dead.
Dark, dark as the grave, my heart is dead,
I'm just a slave to when you call, (my disease)
Still I'm alive but I must be dead.

Alive but dead
can't fill my head

Darkness, there's darkness everywhere.
You gotta help me out of here,
I don't want to stay alive without the capability to feel!


T.B.O.","heavy metal, power metal, symphonic metal",heavy metal,power metal,symphonic metal
/rage/,Bury all Life,"[Music: P. Wagner, C. Efthimiadis, M. Schmidt/Lyrics: P. Wagner]

I won't go where you've gone
'cause it showed that it does not work.
If you stay where you are then you will bite the dust.
And I know what I know
I believe what my eyes can tell -
you're no longer so sure
that you've done it right.

Why did you what you've done?
All that's left is you've lost our trust.
All the people believe not a word that you say.
And you think you're so clever
that it makes you a better man
but for real you just live on the cost of us all.

Bastard, you bastard, stay where you are!
I don't believe you a word.

Lies are a weapon that kills from inside.
If there's no change you'll bury all life.
You steal from us all what we need to survive
looks like soon you will bury all life.

Open your eyes and see there's no way you can turn it back
when you sell what's not yours when you rape mother earth.
Now start making an end
a beginning to stop that waste.
Do you really believe
you could own all this land?

Bastard, you bastard, get outta my way!
I don't believe you a word.

Lies are a weapon that kills from inside.
If there's no change you'll bury all life
You steal from the world what it needs to survive
Looks like soon you will bury all life.
Looks like soon you will bury all life.
","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/rage/,Destination Day,"[Music & Lyrics by P. Wagner]

Read in the Bible what's written there'll one
Day come true 'bout the end of the world and
All life and all things that we knew
The reaper is sharpening his scythe
This is the end of your body
And day will be night

The sun will fade its light away
The good will go, the bad must stay

On the destination day
When all life is blown away
On the destination day
There is no more use in praying

Nuclear power will soon
Bring all mankind to fall
They destroy all their land just for cash
And they don't care at all
Ashes to ashes dust to dust
Your body is covered with lava
Torn up from Earth's crust

The sea will overflow the land
And you will die then hand in hand

On the destination day
When all life is blown away
On the destination day
There is no more use in praying
","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/rage/,Extinction Overkill,"In the land of milk and honey
Everything is made of gold
Every day we're making money
And we're never growing old

Endless growth is our mantra
We consume the last resource
And the tree of life, it's branches
We will cut them down, of course

If we will, if we won't - extinction overkill!
If we do, if we don't - extinction overkill!
It's too late for a change - extinction overkill!
It is all long arranged - extinction overkill!

In Siberia's wide expanses
Where the perma frost soil melts
Endless carbon gas is rising
In the atmosphere's belt

That's an unstoppable process
And no matter what we do
If we save or live in excess
Heat is rising, hear the news

If we will, if we won't - extinction overkill!
If we do, if we don't - extinction overkill!
It's too late for a change - extinction overkill!
It is all long arranged - extinction overkill!","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/rage/,Full Moon,"The sun is going down on a blood red sky
And I feel it coming from real deep inside
Now I gotta hide

Darkness blacker than black is creeping
Down from all of the trees around
Nothing moves, everything is sleeping
All that creatures won't make a sound

Won't you set me free, won't you set me free
When the full moon will rule the night

I need someone to share my silence
Lonely is it, a hunter's night
Can you feel what I feel and can you
Stand the nightmare to live this life

My beast from within
companion in sin

Won't you set me free, won't you set me free
When the full moon will rule the night

I'm falling from grace

Won't you set me free, won't you set me free
When the full moon will rule the night","power metal, metal, heavy metal",power metal,metal,heavy metal
/rage/,Incomplete,"[Music by P.Wagner, C. Wolff, Lyrics by P.Wagner]

Here I am still I try to find out where I'm really now
What has been I have laid it down forgotten on a shelf
An old pair of shoes I've grown out

There's never enough to take when you're
running away from emptiness

My days seem like wasted. I'm incomplete
I'm grieving, believe in the change in me
I'm lost alone and incomplete

Now You're gone, I send my spirit out to
wander all the time
And my flesh, it is waiting for a time to be realised
All in one's hand , a touch at least

Confusion, nothing real
I'm lost without, I feel I'm almost gone

My days seem like wasted. I'm incomplete
I'm grieving, believe in the change in me
","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/rage/,Love After Death,"[M: Wagner/S. Efthimiadis, L: Wagner]

All I want is you but so far I never knew you,
Our limitless selves, all that can remain is there.

Now give us the time to share it
'Till the sleep comes again.

Love after death, the other half, in a unit we're best.
Love after death, this is forever, I have no regrets.

Lost, out of my sight,
Alone wandering through the night.
Time tore us apart,
So different to learn by heart.

Now give us a chance to share it
As life comes again.

Love after death, the other half, in a unit we're best.
Love after death, this is forever, I have no regrets.
Love after love after love after death.

Love, all I want is you,
I am just like you, never we can die.
Love, circle in a whole,
The twin of my soul, 'till the end of time.

","heavy metal, metal, power metal",heavy metal,metal,power metal
/rage/,No Regrets,"""Feel no regrets, 'cause I am death
Feel no regrets.""

""I wanna know where do we go
Where do you take me now
There is no choice, my inner voice
Tells not to fear somehow

It's hard for me to let it be
I cannot understand
I'm still so young, I don't belong
To those who meet their end.""

""You always thought your first man would marry you
Now, as it seems, he just comes to burry you
I am this man and I'm gonna be your last
Give me your hand, your life belongs to the past

'Cause I am death
Feel no regrets.""

""It's so unfair, 'cause everywhere
I see the blossom grow
While others try to end their lifes
I want it, heaven knows.""

""You always thought your first man would marry you
Now, as it seems, he just comes to burry you
I am this man and I'm gonna be your last
Give me your hand, your life belongs to the past

'Cause I am death
Feel no regrets.""

Feel no regrets, my friend, I will speak to those who listen
See, I am heaven sent, you will find what you've been missing
Feel no regrets, my friend , noone ever knows the reasons
Why and when it will end. Every life is just a season
Feel no regrets, 'cause I am death","symphonic metal, power metal, heavy metal",symphonic metal,power metal,heavy metal
/rage/,R.I.P.,"Say - to where do we belong
Say - how far did we come

It seems to me we all agree
Humanity can rest in peace
Too bad but love is dead

Hey, who wakes the world
When there's no one that will hear
","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/rage/,She,"[Music by: P. Wagner, M. Schmidt]
[Lyrics by: P. Wagner]

Hey, I know someone who's got a real special love.
She is made of sheet metal, her name's Christine.

She takes sweet revenge
hunt them till the end

She's a lady in red varnish and shining chrome
She's alive and she's more jealous than girls in flesh and blood
All the other guys don't like him, so one night
they are smashing Christine, but she gets up again.

She takes sweet revenge
hunt them till the end

She's a lady in red varnish and shining chrome
She's alive and she's more jealous than girls
in flesh and blood

There she's waiting behind the corner,
fixing them with her blinding lights.
They won't escape out of this misty night alive
and she won't come to harm...

She is keeping him from all his friends away.
He is getting more paranoid each day.

She takes sweet revenge hunt them till the end

She's a lady in red varnish and shining chrome
He's a wreck and he's more jealous than boys in flesh and blood

He takes sweet revenge
","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/rage/,Take My Blood,"[Music: P. Wagner, C. Efthimiadis, S. Efthimiadis / Lyrics: P. Wagner]

People talked about this man
That he could walk on water and
That he would be a healer who could
Make the blind ones see again

He never told 'em lies
Though he took them by surprise
""I'll offer you the truth, so you can
Take my blood, believe or not
And you'll see, the Word is me""
He did the only thing he knew
But what, the fuck, was he supposed to do?

People talked about this man
That he'd be the Messiah and
He told them to feel love but they
Just nailed him the cross instead

He wasn't real surprised
'Cause he unmasked their lies
""I'll offer you the truth, so you can
Take my blood, believe or not
And you'll see, the Blood is me
Take my blood, I'm not a god
And you'll see, it's only me""
He did the only thing he knew
But what, the fuck, was he supposed to do?

He was the very first to prove
This world's too blind to see the truth
He did the only thing he knew
But what, the fuck, was he supposed to do?

People wrote about this man
'Most every single word and then
They founded a church and made their law
In his name they still slay the poor

They only tell you lies
It would take him by surprise
""I'll offer you the truth, so you can
Take my blood, believe or not
And you'll see, the Blood is me
Take my blood, I'm not a god
And you'll see, it's only me""

He was the very first to prove
The world's too blind to see the truth
He did the only thing he knew
You know, the fuck
What you're supposed to do!
","heavy metal, -death metal-, power metal",heavy metal,-death metal-,power metal
